Name,Total Rating,Review Count,Price Range,Address Region,Food,Service,Value,Atmosphere,Excellent,Very good,Average,Poor,Terrible
Housen JR Shinkansen Kyoto-Station,4.5,58,$$ - $$$,Kinki,4.5,4.5,4.0,3.5,51%,43%,6%,0%,0%
Takuma Gion Shirakawa,4.5,50,$$ - $$$,Kinki,4.5,4.5,4.5,4.5,70%,26%,2%,0%,2%
"Yakitori Daikichi, Horikawa Takatsuji",4.5,42,$,Kinki,4.5,4.5,4.5,,71%,23%,2%,4%,0%
Sakuragawa,5.0,33,$$$$,Kinki,,,,,,,,,
Trattoria Macedonia Yuki,5.0,27,$$ - $$$,Kinki,,,,,,,,,
Gyoza Osho Karasuma Oike,4.0,55,$$ - $$$,Kinki,4.0,4.0,4.0,,32%,58%,9%,1%,0%
Ganko Takasegawa Nijoen,4.0,196,$$ - $$$,Kinki,,,,,,,,,
Sushitaka,4.5,42,$$ - $$$,Kinki,5.0,5.0,4.5,,75%,19%,4%,0%,2%
Mimasuya Okudohan,4.5,51,$$ - $$$,Kinki,4.5,4.5,4.5,4.5,65%,33%,1%,0%,1%
BRITISH PUB Pig & Whistle,4.5,72,$$ - $$$,Kinki,3.5,4.0,3.5,,58%,25%,13%,2%,2%
Trattoria Casa Verde,4.5,51,$$ - $$$,Kinki,5.0,5.0,5.0,,78%,15%,3%,3%,1%
Nokishita711,5.0,36,$$ - $$$,Kinki,,,,,,,,,
Malebranche Cafe,4.0,56,$$ - $$$,Kinki,4.0,4.0,3.5,,26%,66%,8%,0%,0%
Cafe Phalam,4.5,41,$$ - $$$,Kinki,4.5,4.5,4.0,,62%,34%,4%,0%,0%
MAHARAJA  Indian Restaurant&Bar,4.0,89,$$ - $$$,Kinki,4.0,4.5,4.0,3.0,39%,43%,12%,5%,1%
Marukyu Koyamaen Nishi Notoin,5.0,33,$$ - $$$,Kinki,5.0,4.5,4.5,,79%,21%,0%,0%,0%
Pasta More Kyoto Station,4.0,81,$$ - $$$,Kinki,4.0,4.0,4.0,,23%,54%,19%,4%,0%
Mexican Shokudo Orale,4.5,39,$$ - $$$,Kinki,4.5,4.5,3.5,,68%,25%,5%,2%,0%
Yayoiken　Shijo Karasumaru,4.0,71,$$ - $$$,Kinki,4.0,4.0,4.0,3.5,32%,55%,12%,0%,1%
Gozanbo,4.5,45,$$$$,Kinki,5.0,5.0,4.0,5.0,63%,31%,6%,0%,0%
Tosuiro Kiyamachi Main Branch,4.0,106,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,55%,30%,8%,5%,2%
"Taishitei, Kiyamachi",4.5,43,$$ - $$$,Kinki,,,,,81%,13%,2%,2%,2%
Ganko Kyoto Station Building,4.0,97,$$ - $$$,Kinki,4.0,4.0,4.0,3.5,23%,54%,20%,2%,1%
Kamehameha,4.5,33,$$ - $$$,Kinki,,,,,64%,30%,6%,0%,0%
Inoda Coffee Sanjo,4.5,59,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,47%,37%,15%,1%,0%
"Indian Restaurant Khajuraho , Kyoto",5.0,22,$$$$,Kinki,,,,,96%,4%,0%,0%,0%
Ichikawaya Coffee,4.5,34,$$ - $$$,Kinki,4.5,4.5,4.5,,60%,38%,2%,0%,0%
Kyoto Grilled Beef Restaurant Hiro Gion Yamanaan,4.5,57,$$$$,Kinki,,,,,,,,,
Tenichi Kyoto Isetan,4.5,63,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,53%,39%,3%,4%,1%
The Kitchen Salvatore Cuomo Kyoto,4.0,139,$$ - $$$,Kinki,4.0,4.0,3.5,4.5,33%,42%,18%,5%,2%
Restaurant Yonemura Gion,4.5,62,$$$$,Kinki,4.5,4.5,4.0,4.5,65%,25%,6%,1%,3%
Yakiniku Yaruki Shijo Kawaramachi,4.5,89,$$ - $$$,Kinki,4.0,4.0,3.5,,62%,22%,5%,8%,3%
Asuka,4.0,111,$,Kinki,4.0,4.0,4.0,4.0,33%,46%,14%,5%,2%
Godan Miyazawa,5.0,27,$$$$,Kinki,5.0,5.0,5.0,,86%,14%,0%,0%,0%
Kyo Suiran,4.5,38,$$$$,Kinki,,,,,,,,,
Pizzeria Marita,4.5,39,$$ - $$$,Kinki,4.5,4.5,4.5,,81%,12%,5%,0%,2%
"Kyo Yakiniku Kaiseki Hiro, Yasakatei",4.5,46,$$$$,Kinki,4.5,4.5,4.5,4.5,69%,23%,6%,2%,0%
"Takagi Coffee, Takatsuji Honten",4.0,71,$$ - $$$,Kinki,3.5,4.0,4.0,3.5,39%,46%,12%,2%,1%
Fumon-an Ninosaryo,4.5,36,$$ - $$$,Kinki,,,,,,,,,
Yoramu,4.5,72,$$ - $$$,Kinki,,,,,,,,,
Isshan Prime Grill,4.5,187,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,64%,19%,8%,4%,5%
Tsukiji Sushisay Kyoto Daimaru,4.0,101,$$ - $$$,Kinki,4.5,4.0,3.5,4.0,49%,30%,13%,6%,2%
Kinmata Restaurant,4.5,52,$$$$,Kinki,4.5,4.5,3.5,4.5,72%,14%,8%,4%,2%
Sagan,4.5,59,$$ - $$$,Kinki,4.5,4.5,4.0,,60%,27%,5%,5%,3%
Pizzeria Da Naghino,4.5,35,$,Kinki,,,,,,,,,
Ninenzaka Sushi Numoto,5.0,23,$$ - $$$,Kinki,,,,,,,,,
Takasebune,4.5,37,$$ - $$$,Kinki,,,,,,,,,
Oimatsu Arashiyamaten,4.5,48,$$ - $$$,Kinki,,,,,,,,,
Seiryu Ramen,5.0,26,$,Kinki,,,,,77%,23%,0%,0%,0%
Starbucks Coffee Kyoto Sanjo Karasuma Building,4.5,49,$$ - $$$,Kinki,,,,,,,,,
Yakitori Tarokichi,4.5,60,$$ - $$$,Kinki,4.5,4.5,4.5,,65%,21%,8%,1%,5%
Gyoza no Osho Shijo Oomiya,4.0,59,$$ - $$$,Kinki,,,,,,,,,
"Goya, asian chample foods",4.5,47,$$ - $$$,Kinki,,,,,,,,,
Minokichi Honten Takeshigero,4.5,50,$$$$,Kinki,,,,,,,,,
Teppai,4.5,63,$$ - $$$,Kinki,,,,,,,,,
Tendan Gion Honten,4.5,52,$$$$,Kinki,4.5,4.5,4.0,4.5,52%,38%,7%,3%,0%
Touzan,4.0,130,$$$$,Kinki,4.0,4.0,3.5,4.5,41%,33%,13%,10%,3%
Miyakoyasai Kamo Shijo-karasuma,4.0,115,$$ - $$$,Kinki,4.0,3.5,4.5,4.0,27%,49%,16%,5%,3%
Osen,4.5,36,$$ - $$$,Kinki,4.5,4.5,4.0,,71%,22%,5%,2%,0%
Hokuto,5.0,23,,Kinki,,,,,88%,8%,4%,0%,0%
"Paul, Kyoto Sanjo",4.0,52,$$ - $$$,Kinki,4.0,3.5,3.5,,28%,60%,11%,1%,0%
BeerBar MIYAMA 162,4.5,31,$$ - $$$,Kinki,,,,,,,,,
Hakata Nagahama Ramen Miyoshi,4.0,77,$,Kinki,,,,,,,,,
Kyoto Shoryu,4.5,35,$,Kinki,5.0,5.0,5.0,,76%,15%,6%,3%,0%
Tendon Makino Kyoto Teramachi,4.5,41,$$ - $$$,Kinki,5.0,4.5,4.5,,68%,24%,4%,2%,2%
Kerala,4.0,158,$$ - $$$,Kinki,4.0,4.0,4.0,3.5,42%,36%,10%,5%,7%
Kinobu,4.5,42,$$$$,Kinki,,,,,,,,,
OKU,4.5,54,$$ - $$$,Kinki,4.5,4.5,4.0,,64%,27%,5%,3%,1%
Gion Gyuzen,4.0,98,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,37%,40%,17%,2%,4%
Kyoto Ichinoden Honten,4.5,45,$$ - $$$,Kinki,,,,,,,,,
Matsuba Soba,4.0,139,$$ - $$$,Kinki,4.0,4.0,3.5,3.5,26%,45%,23%,3%,3%
Apollo Plus,4.5,45,$$ - $$$,Kinki,4.5,4.5,4.0,,66%,28%,2%,0%,4%
Grill Ninjin,4.5,32,$$ - $$$,Kinki,4.5,4.5,4.0,,54%,43%,3%,0%,0%
Honke Tankuma Honten,4.5,40,$$$$,Kinki,4.0,5.0,3.5,,76%,15%,2%,7%,0%
"Shabuzen, Kyoto Gion",4.0,50,$$ - $$$,Kinki,4.0,4.5,3.5,,30%,58%,10%,2%,0%
Yoshimura Kiyomizuan,4.5,44,$$ - $$$,Kinki,4.5,4.5,4.0,,40%,52%,6%,2%,0%
Teppan Steak House Aoyama,5.0,23,$$ - $$$,Kinki,,,,,,,,,
Kyoto Modern Terrace,4.0,76,$$ - $$$,Kinki,4.0,4.0,3.5,,27%,53%,15%,3%,2%
Tomisen,4.5,27,$$ - $$$,Kinki,5.0,5.0,5.0,,86%,3%,11%,0%,0%
Gontaro,4.0,60,$$ - $$$,Kinki,4.5,4.5,4.0,,35%,51%,13%,0%,1%
Sarasa Nishijin,4.0,65,$$ - $$$,Kinki,4.0,3.5,3.5,,26%,54%,16%,3%,1%
Komefuku Shijo Karasuma,4.5,36,$$ - $$$,Kinki,,,,,,,,,
AJANTA Indian Restaurant&Bar,4.5,76,$$ - $$$,Kinki,4.5,4.5,4.5,4.0,64%,23%,3%,7%,3%
Muromachi Wakuden,4.0,65,$$$$,Kinki,4.5,4.5,3.5,4.5,53%,29%,13%,4%,1%
"Sumibi Steakhouse Sakai, Kyoto Sanjo",5.0,54,$$$$,Kinki,5.0,4.5,4.0,,87%,12%,0%,0%,1%
SAGANOYU Cafe Style Resort,4.5,49,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,40%,50%,8%,0%,2%
Cafe Independants,4.0,62,$$ - $$$,Kinki,4.0,3.5,3.5,4.5,38%,50%,8%,3%,1%
"Kyoto Wakuden, JR Kyoto Isetan",4.0,100,$$$$,Kinki,4.5,4.5,3.5,3.5,43%,34%,15%,2%,6%
Pettirosso Kyoto,5.0,20,$$ - $$$,Kinki,5.0,5.0,4.5,,95%,5%,0%,0%,0%
Sumibi and Wine Kyoto Ekimae,4.5,40,$$ - $$$,Kinki,4.0,4.0,4.0,,71%,22%,2%,0%,5%
Taiho,4.5,38,$,Kinki,4.5,4.0,4.0,,42%,54%,2%,2%,0%
Vegans Cafe and Restaurant,4.5,47,$$ - $$$,Kinki,4.5,4.5,4.5,,71%,19%,2%,6%,2%
Bar Rocking Chair,4.5,42,$$ - $$$,Kinki,,4.5,4.5,,76%,16%,2%,2%,4%
Honke Owariya Shijo,4.0,63,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,39%,43%,12%,6%,0%
La Famille Morinaga,4.5,42,$$$$,Kinki,4.5,4.5,4.5,,85%,4%,4%,7%,0%
"Premium Wagyu Steak Hanasato, Gion",5.0,25,$$$$,Kinki,,,,,84%,16%,0%,0%,0%
Gyukatsu Kyoto Katsugyu Kyoto Ekimae,4.0,77,$$ - $$$,Kinki,4.0,4.0,4.0,,41%,33%,19%,6%,1%
The Youshokuya Kichi Kichi,4.0,122,$$ - $$$,Kinki,,,,,,,,,
Il Ghiottone Kyoto,4.5,44,$$$$,Kinki,4.5,4.5,4.0,,70%,20%,6%,2%,2%
Modern Times,4.5,80,$$ - $$$,Kinki,,,,,,,,,
Monk,5.0,29,$$ - $$$,Kinki,,,,,,,,,
Gion Calf,5.0,35,$$$$,Kinki,5.0,5.0,5.0,,98%,0%,2%,0%,0%
Choice,4.5,85,$$ - $$$,Kinki,4.5,4.5,4.0,,57%,22%,17%,3%,1%
"Menya Shichifukujin, Shijo Omiya",4.5,41,$$ - $$$,Kinki,4.0,4.0,4.0,,50%,29%,21%,0%,0%
Kyoto Beer Lab,5.0,19,$$ - $$$,Kinki,,5.0,4.5,,95%,5%,0%,0%,0%
Tsuki no Kurabito,4.0,62,$$ - $$$,Kinki,4.0,3.5,4.0,,32%,52%,12%,3%,1%
Niomon Uneno,4.5,43,$$ - $$$,Kinki,4.5,4.0,4.0,,46%,41%,11%,2%,0%
Yakiniku Dining Kinoe,4.5,28,$$ - $$$,Kinki,,,,,,,,,
Saryo Wakana,5.0,32,$$ - $$$,Kinki,,,,,,,,,
Sou,4.5,46,$$$$,Kinki,5.0,5.0,4.5,4.5,81%,13%,2%,2%,2%
Tankuma Kitamise Kyoto Tokyu Hotel,4.0,50,$$$$,Kinki,4.5,4.0,3.5,4.0,36%,54%,8%,2%,0%
"Ramen Kairikiya, Shijo Karasuma",4.0,61,$$ - $$$,Kinki,,,,,,,,,
Sanshiki,4.5,26,$$ - $$$,Kinki,4.5,4.0,4.5,,58%,42%,0%,0%,0%
Antonio,5.0,24,$$ - $$$,Kinki,5.0,5.0,5.0,,80%,20%,0%,0%,0%
PIZZA SALVATORE CUOMO & GRILL Kyoto,3.5,336,$$ - $$$,Kinki,,,,,,,,,
Awomb,4.5,58,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,54%,25%,18%,3%,0%
Pontocyo Housyouan,5.0,30,$$ - $$$,Kinki,,,,,,,,,
Negiya Heikichi Takasegawa,4.0,71,$$ - $$$,Kinki,4.5,4.5,4.0,4.0,52%,30%,9%,7%,2%
Mimasuya,4.0,161,$$ - $$$,Kinki,4.0,4.0,4.0,4.5,43%,34%,8%,7%,8%
Marutamachi Junidanya,4.0,45,$$ - $$$,Kinki,4.5,4.0,3.5,4.0,31%,56%,11%,2%,0%
Senmonten Gion,4.5,54,$$ - $$$,Kinki,4.0,4.0,4.0,3.5,46%,38%,16%,0%,0%
"Starbucks Coffee, Kyoto Porta",4.0,70,$$ - $$$,Kinki,4.0,4.0,3.5,,21%,46%,32%,1%,0%
Kitchen Occobe,4.5,39,$$ - $$$,Kinki,5.0,4.5,4.5,,73%,17%,5%,5%,0%
Akoyachaya,4.5,42,$$ - $$$,Kinki,4.5,3.5,4.0,,47%,42%,9%,2%,0%
Zezekanpotchiri,4.0,58,$$$$,Kinki,4.0,4.0,3.5,5.0,32%,54%,12%,1%,1%
Ume no Hana Kyoto Karasuma,4.5,42,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,61%,28%,11%,0%,0%
Biotei,4.5,52,$$ - $$$,Kinki,4.0,4.0,4.5,4.5,48%,40%,7%,5%,0%
"Agetatei, Omuro",4.5,27,$$ - $$$,Kinki,4.0,4.5,4.5,,75%,18%,7%,0%,0%
Gion 245,5.0,24,$$$$,Kinki,5.0,5.0,5.0,,92%,8%,0%,0%,0%
Sagatofu Morika,4.0,37,,Kinki,4.0,3.5,4.0,,27%,71%,2%,0%,0%
Teppanyaki (Griddle Cuisine) Bonheur,4.5,37,$$$$,Kinki,4.5,4.5,4.0,4.0,43%,49%,8%,0%,0%
Menkobo Ren,4.5,35,$$ - $$$,Kinki,4.5,4.0,4.5,,62%,28%,8%,2%,0%
The Grill,4.0,87,$$$$,Kinki,,,,,,,,,
"Yuki, Gion",4.0,60,$$ - $$$,Kinki,4.5,4.0,4.0,,54%,31%,8%,1%,6%
Nishiki Arashiyama,5.0,24,$$$$,Kinki,5.0,4.5,4.0,,88%,12%,0%,0%,0%
Fukushin,5.0,27,$$$$,Kinki,5.0,5.0,4.5,5.0,86%,11%,3%,0%,0%
Nanzan,4.5,36,$$ - $$$,Kinki,4.5,4.5,4.0,,61%,33%,6%,0%,0%
Arata,4.5,40,$$ - $$$,Kinki,4.5,4.5,4.5,,71%,17%,5%,2%,5%
Aje Kiyacho Donguri,4.5,44,$$ - $$$,Kinki,4.5,4.0,4.5,,49%,45%,4%,0%,2%
Man in the Moon Karasuma kyoto,4.5,73,$$ - $$$,Kinki,4.0,4.5,4.0,4.5,53%,33%,11%,2%,1%
Tiger Gyoza Kawaramachi,4.0,92,$$ - $$$,Kinki,4.0,3.5,4.0,,56%,29%,5%,3%,7%
Prunus,4.5,39,$$ - $$$,Kinki,5.0,5.0,4.5,,73%,23%,2%,0%,2%
Nishiki Daiyasu,4.5,58,$$ - $$$,Kinki,,,,,,,,,
Shimogamosaryo,4.5,44,$$$$,Kinki,,,,,,,,,
Daigen,5.0,19,$$ - $$$,Kinki,,,,,95%,5%,0%,0%,0%
Curry House CoCo Ichibanya Yamashina Ono,4.0,59,$,Kinki,4.0,4.5,4.5,3.5,37%,41%,20%,1%,1%
Hoshino Coffee Asty Kyoto,4.0,68,$$ - $$$,Kinki,4.0,4.0,3.5,,27%,47%,23%,1%,2%
Nakaichi,4.5,31,$$$$,Kinki,5.0,5.0,4.5,,82%,6%,9%,3%,0%
Gion Kyo Cuisine Hanasaki,4.5,40,$$ - $$$,Kinki,4.5,4.5,4.5,,73%,17%,8%,2%,0%
Kyo no Musubime,4.5,26,$$ - $$$,Kinki,,,,,78%,19%,0%,3%,0%
Teishokuya Soto,4.5,24,$,Kinki,4.5,4.0,4.5,,59%,41%,0%,0%,0%
Onze,4.5,36,$$ - $$$,Kinki,4.0,4.0,4.0,,57%,30%,11%,2%,0%
Tosuiro Gion,4.5,41,$$ - $$$,Kinki,4.5,4.5,4.5,,51%,43%,2%,2%,2%
Okutan Kiyomizu,4.0,83,$$ - $$$,Kinki,4.0,4.0,3.5,4.0,31%,39%,21%,8%,1%
Gion Manzara,4.0,101,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,43%,32%,13%,5%,7%
Zen Cafe Pulus Kagizen Gift Shop,4.5,28,$$ - $$$,Kinki,4.5,4.5,4.0,,65%,32%,3%,0%,0%
Chez Philippe FSN Bar,5.0,27,$,Kinki,,,,,,,,,
Fumiya,4.0,47,$$ - $$$,Kinki,4.0,4.0,4.5,4.0,36%,47%,17%,0%,0%
Gion Uokeya U,4.0,61,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,49%,40%,4%,3%,4%
Ippudo Kyoto Porta,4.5,23,$$ - $$$,Kinki,,,,,,,,,
Kyoto Nanzenji Garden Washoku Restaurant Yachiyo,4.0,80,$$$$,Kinki,4.0,4.0,3.5,4.5,40%,46%,11%,2%,1%
Ramen Non,5.0,18,$$ - $$$,Kinki,,,,,84%,16%,0%,0%,0%
Tenshu,4.0,60,$$ - $$$,Kinki,4.0,4.0,4.0,,36%,47%,6%,11%,0%
LiquorMuseum Kawaramachi,5.0,18,$,Kinki,,,,,,,,,
Kyo no Charyo Fukujuen Kyoto,4.5,37,$$ - $$$,Kinki,,,,,,,,,
Kyoarashiyama Ine,4.0,62,$$ - $$$,Kinki,4.5,4.0,4.0,,35%,41%,20%,3%,1%
Eirakuya Main Branch,4.5,33,$$ - $$$,Kinki,,,,,,,,,
Masutani Imadegawa,4.5,39,$$ - $$$,Kinki,4.5,4.0,4.5,4.0,53%,35%,12%,0%,0%
Tokasaikan,4.0,75,$$ - $$$,Kinki,4.0,4.0,3.5,,33%,51%,9%,1%,6%
A Peu Pres,4.5,28,$$ - $$$,Kinki,5.0,4.5,5.0,,69%,28%,3%,0%,0%
Manzara Honten,4.0,65,$$ - $$$,Kinki,4.5,4.5,4.5,4.5,56%,27%,8%,6%,3%
Yojiyacafe Saganoarashiyamaten,4.0,56,$$ - $$$,Kinki,4.0,4.0,4.0,4.5,25%,56%,16%,3%,0%
Inoda Coffee Shijo,4.0,67,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,35%,49%,13%,2%,1%
Misono Kyoto,4.0,108,$$$$,Kinki,4.5,4.5,3.5,4.0,47%,29%,11%,5%,8%
Veggie Cafe,4.5,28,$$ - $$$,Kinki,5.0,4.5,4.5,,72%,25%,0%,3%,0%
Kanoko,4.5,24,$$ - $$$,Kinki,,,,,,,,,
Miyatake,5.0,22,$$ - $$$,Kinki,5.0,4.5,5.0,,78%,22%,0%,0%,0%
Bistro Grelot,4.5,30,$$ - $$$,Kinki,,,,,,,,,
Coco Ichibanya Minamiku Hachijoguchi,4.5,35,$$ - $$$,Kinki,5.0,5.0,4.5,,55%,25%,20%,0%,0%
Hisago,4.0,77,$$ - $$$,Kinki,4.0,3.5,4.0,3.0,32%,42%,19%,5%,2%
Le Bon Vivre,4.0,37,$$ - $$$,Kinki,,,,,,,,,
La Terrazza,5.0,17,$$$$,Kinki,5.0,5.0,5.0,,89%,11%,0%,0%,0%
Takayasu,4.0,51,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,37%,52%,7%,3%,1%
Fujita,4.5,37,$$$$,Kinki,4.5,4.5,4.0,4.0,53%,43%,2%,2%,0%
Okonomiyaki Teppanyaki Ju Ju,4.5,29,$$ - $$$,Kinki,4.5,4.5,5.0,,63%,24%,13%,0%,0%
Izusen Daijiinten,4.5,33,$$ - $$$,Kinki,4.5,3.5,3.5,,61%,33%,3%,3%,0%
Il Pappalardo,4.0,66,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,50%,31%,10%,3%,6%
Okome Tsukasa Fumiya,4.5,26,$$ - $$$,Kinki,4.5,4.0,4.5,,63%,30%,7%,0%,0%
"Mame-cha, Kyoto",4.5,44,$$ - $$$,Kinki,4.5,4.5,4.5,5.0,56%,29%,13%,0%,2%
Le Temps,4.0,91,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,32%,37%,26%,2%,3%
Shishikin,4.5,71,$$ - $$$,Kinki,4.5,5.0,4.5,,69%,15%,5%,4%,7%
Kanga-an,4.5,44,$$$$,Kinki,4.5,4.5,4.0,5.0,63%,22%,9%,4%,2%
Kyo Yasai Ryori Seppoorai Kyoto Station,4.0,53,$$ - $$$,Kinki,4.0,3.5,3.5,4.0,27%,50%,23%,0%,0%
Mangetsu,4.5,35,$,Kinki,4.0,4.0,4.0,,37%,58%,5%,0%,0%
Tempura Matsu,4.5,60,$$$$,Kinki,4.5,4.0,4.0,4.5,65%,25%,1%,3%,6%
Grill & Pub The NICK STOCK Sanjo-Kawaramachi,4.5,35,$$ - $$$,Kinki,,,,,70%,17%,8%,0%,5%
Genpin Gion,4.5,27,$$ - $$$,Kinki,4.5,4.5,4.5,,56%,33%,11%,0%,0%
Bistro & Beer 3032,4.5,41,$$ - $$$,Kinki,5.0,5.0,5.0,,76%,17%,0%,0%,7%
Kyogoku Kaneyo,3.5,175,$$ - $$$,Kinki,3.5,3.5,3.0,3.5,19%,48%,18%,10%,5%
Clamp Coffee Sarasa,4.5,22,$$ - $$$,Kinki,4.5,4.0,4.5,,69%,27%,4%,0%,0%
Misoka-An Kawamichi-Ya Main Store,4.0,48,$$ - $$$,Kinki,4.0,3.5,4.0,3.5,45%,37%,12%,4%,2%
Butaya Ton Ichi Kyoto Teramachi,4.5,24,$$ - $$$,Kinki,4.5,4.0,4.5,,63%,25%,12%,0%,0%
Pizzeria Napoletana da Yuki,4.0,51,$$ - $$$,Kinki,4.5,4.0,4.0,3.5,50%,39%,7%,1%,3%
Kurama Kyoto Astie Road,4.0,31,$$ - $$$,Kinki,4.0,4.0,3.5,,32%,59%,9%,0%,0%
Masuya-Saketen,4.5,33,$$ - $$$,Kinki,4.5,4.0,4.5,,58%,33%,6%,0%,3%
Misutagyoza,4.5,28,$,Kinki,4.0,3.5,4.0,,46%,51%,3%,0%,0%
Kani Douraku Kyoto Main Store,4.0,55,$$ - $$$,Kinki,4.5,4.5,4.0,4.5,48%,40%,7%,0%,5%
Hiranoya,4.5,31,$$ - $$$,Kinki,4.5,4.5,3.5,,41%,56%,3%,0%,0%
QUE PASA,5.0,18,$,Kinki,5.0,4.5,4.5,,84%,16%,0%,0%,0%
Men-Ya Gokkei,4.0,65,$$ - $$$,Kinki,4.0,4.0,4.0,,33%,39%,20%,7%,1%
Shusai Kukuzen,4.5,31,$$ - $$$,Kinki,4.5,4.5,4.5,4.0,74%,16%,10%,0%,0%
Ichijojinakatani,4.0,37,$$ - $$$,Kinki,,,,,,,,,
Shinodaya,4.0,37,$,Kinki,,,,,,,,,
Gion Sasaki,4.5,24,$$$$,Kinki,5.0,4.5,4.0,,76%,20%,4%,0%,0%
Bamboo,4.0,65,$$ - $$$,Kinki,4.5,4.0,4.0,4.5,57%,24%,9%,6%,4%
"Yubasen, Kiyomizu Gojozaka",4.5,25,$$ - $$$,Kinki,5.0,4.5,4.5,,56%,44%,0%,0%,0%
"Feel ""Kyo"" Good",5.0,31,$$ - $$$,Kinki,5.0,5.0,5.0,,100%,0%,0%,0%,0%
Wabiya Rakuchu-tei,4.5,23,$$$$,Kinki,,,,,,,,,
Nomura,4.0,33,$$ - $$$,Kinki,,,,,,,,,
Teppan Takumi Manmaru no Tsuki,4.5,22,$$ - $$$,Kinki,4.5,4.5,4.5,,60%,36%,4%,0%,0%
Tenkaippin Chionin-mae,4.0,34,$$ - $$$,Kinki,4.5,4.0,4.0,,38%,48%,14%,0%,0%
"Ramen Todai, Kyoto",4.0,56,$$ - $$$,Kinki,4.0,4.0,4.0,,21%,45%,33%,1%,0%
Miki Okonomiyaki and Teppanyaki,4.5,27,$$ - $$$,Kinki,,,,,57%,40%,3%,0%,0%
Sojiki Nakahigashi,4.5,50,$$$$,Kinki,4.5,4.5,4.0,4.0,54%,26%,14%,4%,2%
Gyukatsu Kyoto Katsugyu Pontocho Honten,4.0,52,$$ - $$$,Kinki,4.0,4.0,4.0,,28%,45%,25%,1%,1%
Spice Chamber,4.5,31,$$ - $$$,Kinki,4.0,4.0,3.5,,59%,19%,22%,0%,0%
Com Ngon Kyoto,4.5,29,$$ - $$$,Kinki,4.5,4.0,4.0,,44%,50%,6%,0%,0%
Sumiyakisosaitoriya Hitomi,5.0,19,$$ - $$$,Kinki,5.0,5.0,5.0,,85%,10%,5%,0%,0%
Kyoto Nishiki Warai the Cube,4.0,53,$$ - $$$,Kinki,4.0,4.0,4.0,,25%,47%,25%,3%,0%
Bistro Atout,4.5,26,$$ - $$$,Kinki,4.5,4.5,4.5,,63%,26%,11%,0%,0%
"Toyotei, Kintetsu Miyakomichi",4.0,35,$$ - $$$,Kinki,4.0,3.5,3.5,,31%,52%,17%,0%,0%
Unkai,4.0,37,$$$$,Kinki,4.0,4.5,4.0,4.0,35%,53%,10%,2%,0%
Nishiri The Cube,4.0,45,$$ - $$$,Kinki,4.0,4.0,4.0,3.5,17%,71%,12%,0%,0%
Cross,5.0,18,$$ - $$$,Kinki,,,,,89%,0%,11%,0%,0%
Gion Naritaya,4.0,67,$$ - $$$,Kinki,4.0,3.5,3.5,,43%,34%,11%,8%,4%
Les Deux Garcons,5.0,20,$$ - $$$,Kinki,,,,,,,,,
Falafel Garden,4.0,101,$$ - $$$,Kinki,,,,,,,,,
Kichisen,4.0,85,$$$$,Kinki,4.5,4.0,3.5,4.0,60%,22%,3%,4%,11%
Tanbaya Shijo Minamizamae,4.5,30,$$ - $$$,Kinki,4.0,4.0,4.5,,43%,47%,10%,0%,0%
Ryoriya Stephan Pantel,4.5,52,$$$$,Kinki,,,,,,,,,
Kyogoku Stand,4.0,48,$$ - $$$,Kinki,3.5,3.5,4.0,4.0,25%,59%,12%,4%,0%
Vinaino Kyoto,5.0,26,$$ - $$$,Kinki,,,,,97%,3%,0%,0%,0%
Isoya,4.0,53,$$ - $$$,Kinki,,,,,,,,,
Gyoza-No-Ohsho Shichijo Karasuma,4.0,54,$,Kinki,4.0,3.5,4.0,,20%,55%,24%,0%,1%
Guriruhasegawa,4.5,35,$$ - $$$,Kinki,4.5,4.0,4.0,4.0,48%,45%,5%,0%,2%
Kishizushi,4.5,32,$$ - $$$,Kinki,5.0,5.0,4.5,,66%,28%,0%,0%,6%
"Chibo, Kyoto Avanti",4.0,34,$$ - $$$,Kinki,4.0,4.0,4.0,,35%,49%,14%,2%,0%
AnotherC,5.0,19,$$$$,Kinki,5.0,5.0,5.0,,90%,5%,5%,0%,0%
Cafe Marble,4.0,38,$$ - $$$,Kinki,4.0,4.0,4.0,,28%,55%,17%,0%,0%
"Wantsuchii, Kyoto Nishiki Koji",4.0,51,$$ - $$$,Kinki,4.0,3.5,4.0,,31%,51%,14%,2%,2%
Lajyho,4.0,45,$$ - $$$,Kinki,4.0,4.0,4.0,4.5,35%,43%,20%,2%,0%
