JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,PhoneNumber,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
パン・オ・セーグル,Panoseguru,3.56,Kizu,Bread,+81-774-72-7744,3.08,3.56,91,3.56,3.52,3.54,3.54,3.05
新八茶屋,Shimpachichaya,3.56,Arashiyama,Ice cream,+81-75-861-0117,3.12,3.56,91,3.57,3.29,3.23,3.42,3.00
アジェ 木屋町団栗店,Aje,3.56,Kawaramachi,Yakiniku (BBQ Beef),+81-75-371-2727,3.56,-,88,3.56,3.50,3.43,3.52,3.47
マールブランシュ 加加阿365祇園店,Maruburanshu,3.56,Gion Shijo,Chocolate,+81-75-551-6060,3.08,3.56,87,3.56,3.54,3.55,3.51,3.00
キッチンごりら,Kicchingorira,3.56,Mototanaka,Western Cuisine,+81-75-702-3905,3.29,3.54,87,3.56,3.53,3.52,3.55,3.10
ヤオイソ 四条大宮店,Yaoiso,3.56,Omiya,Sandwich,+81-75-841-0353,3.07,3.56,83,3.56,3.51,3.48,3.51,3.25
雪梅花 菜根譚,sheimeihoxasaikontan,3.56,Karasuma,Chinese,+81-75-254-1472,3.52,3.56,83,3.57,3.41,3.61,3.51,3.35
笹屋昌園,Sasayashouen,3.56,Ryoanji,Japanese sweets,+81-75-461-0338,3.08,3.56,81,3.56,3.52,3.49,3.40,3.09
三嶋亭 大丸京都店,Mishimatei,3.56,Karasuma,Sukiyaki,+81-75-211-8111,3.52,3.55,76,3.57,3.50,3.00,3.52,3.04
味彩 のと与,Ajisainotoyo,3.56,Karasuma,Unagi (Freshwater eel),+81-75-231-0813,3.06,3.56,76,3.57,3.50,3.52,3.52,3.20
走井餅老舗,Hashiriimochirouho,3.56,Yawatashi,Japanese sweets,+81-75-981-0154,-,3.56,73,3.56,3.51,3.54,3.51,3.09
とり新,Torishin,3.56,Gion Shijo,Yakitori (Grilled chicken),+81-75-541-4857,3.32,3.59,70,3.56,3.54,3.58,3.58,3.24
フルール・ド・ファリーヌ,FLEUR DE FARINE,3.56,Karasuma Oike,Bread,+81-75-223-5070,3.09,3.56,68,3.56,3.51,3.51,3.53,3.07
益や酒店,Masuyasaketen,3.56,Kawaramachi,Kappo (Traditional Japanese),+81-75-256-0221,3.55,3.12,66,3.55,3.54,3.57,3.55,3.58
マダム紅蘭,Madamukouran,3.56,Jingu Marutamach,Chinese,+81-75-212-8090,3.13,3.58,65,3.56,3.52,3.53,3.49,3.15
フィンランディア バー,Finrandhiaba,3.56,Gion Shijo,Bar,+81-75-541-3482,3.56,-,64,3.45,3.54,3.56,3.52,3.56
京の焼肉処 弘 先斗町店,Kyounoyakinikudokorohiro,3.56,Sanjo,Yakiniku (BBQ Beef),+81-75-223-1129,3.56,-,59,3.56,3.55,3.55,3.55,3.50
韓国酒肴　先斗町　李南河,Kankokuanjupontochourinanha,3.56,Gion Shijo,Korean cuisine,+81-50-5570-3791,3.56,-,57,3.56,3.51,3.47,3.51,3.51
ヤオイソ 烏丸店,Yaoiso,3.56,Imadegawa,Fruit parlour,+81-75-451-8415,3.06,3.56,57,3.56,3.50,3.39,3.52,3.51
スペインバル　sidra,Supeimbarushidora,3.56,Sanjo,Bar,+81-50-5595-8075,3.55,3.17,57,3.56,3.53,3.54,3.53,3.55
ラーメン 霽レ空,HARESORA,3.56,Nijo,Ramen,,3.14,3.55,56,3.56,3.38,3.48,3.22,3.00
メゾン ド フルージュ,Mezondofuruju,3.56,Karasuma Oike,Cake,+81-75-211-4115,3.10,3.56,55,3.57,3.51,3.52,3.35,3.34
鳥名子,Torinago,3.56,Fukuchiyama,Fowl,+81-773-22-1804,3.56,-,51,3.56,3.53,3.53,3.53,3.52
平野屋,Hiranoya,3.56,Arashiyama Torok,Kyoto Cuisine,+81-75-861-0359,3.18,3.58,48,3.56,3.58,3.71,3.58,3.55
幾松,Ikumatsu,3.56,Kyoto Shiyakusho,Ryokan,+81-75-231-1234,3.25,3.62,47,3.55,3.52,3.61,3.00,3.09
カラクサカレー,KARA-KUSA curry,3.56,Shijo,Curry rice,,3.35,3.55,46,3.56,3.54,3.53,3.52,3.14
らーめん みやび,Ramemmiyabi,3.56,Fukakusa,Ramen,,3.10,3.55,45,3.56,3.32,3.52,3.53,3.00
ピッツェリア・マリータ,PIZZERIA MARITA,3.56,Karasuma,Pizza,+81-75-231-8220,3.54,3.48,44,3.57,3.50,3.39,3.53,3.50
亀屋良永,Kameyayoshinaga,3.56,Kyoto Shiyakusho,Japanese sweets,+81-75-231-7850,3.06,3.56,43,3.55,3.52,3.53,3.49,3.00
ジェラート専門店 ＳＵＧＩＴＯＲＡ,Sugitora,3.56,Kawaramachi,Sweets (and others),+81-75-741-8290,3.21,3.55,43,3.56,3.52,3.52,3.39,3.21
クァルテット・コルサーレ,Kurutettokorusare,3.56,Marutamachi,Italian,+81-75-708-2081,3.55,3.27,39,3.56,3.54,3.53,3.51,3.52
ホテルグランヴィア京都,Hoteruguranviakyouto,3.56,Kyoto,Buffet style,+81-75-344-8888,3.56,3.23,36,3.55,3.58,3.58,3.55,3.53
らぁ麺すぐる,Raxamensuguru,3.56,Shugakuin,Ramen,+81-75-721-6556,-,3.56,35,3.55,3.53,3.53,3.52,-
名月堂,Meigetsudou,3.56,Kiyomizu Gojo,Japanese sweets,+81-75-551-0456,3.08,3.55,32,3.56,3.50,3.33,3.56,-
寿し 喝菜,Sushikassai,3.56,Gojo,Sushi,+81-75-353-9708,3.56,-,31,3.56,3.54,3.52,3.52,3.52
山ばな平八茶屋,Yamabanaheihachidiya,3.56,Shugakuin,Kyoto Cuisine,+81-50-5869-5351,3.54,3.48,30,3.56,3.52,3.53,3.53,3.32
錦水亭,Kinsuitei,3.56,Nagaoka Tenjin,Kaiseki (Traditional Japanese),+81-75-951-5151,3.11,3.56,30,3.56,3.52,3.60,3.33,3.00
はしもと,Hashimoto,3.56,Nagaoka Tenjin,Unagi (Freshwater eel),+81-75-955-1313,3.06,3.56,29,3.56,3.55,3.58,3.58,3.07
天ぷら 鈴,Tempurasuzu,3.56,Kuramaguchi,Tempura,+81-75-414-3790,3.53,3.52,28,3.56,3.51,3.53,3.54,3.52
オステリア・イル・カント・デル・マッジョ,OSTERIA IL CANTO DEL MAGGIO,3.56,Karasuma,Italian,+81-75-211-7768,3.56,3.07,28,3.57,3.51,3.51,3.48,3.52
樹庵,Kian,3.56,Shijo Omiya,Soba,+81-75-468-1123,3.44,3.53,27,3.56,3.52,3.42,3.24,3.37
緑菴,Ryokuan,3.56,Mototanaka,Japanese sweets,+81-75-751-7126,-,3.56,27,3.56,3.55,3.55,3.53,-
紫野源水,Murasakinogensui,3.56,Kitaoji,Japanese sweets,+81-75-451-8857,3.03,3.56,27,3.57,3.52,3.50,3.40,-
大井川のうなぎ 秀丸,Ooikawanounagihidemaru,3.56,Narayama,Unagi (Freshwater eel),+81-774-71-8970,3.53,3.53,26,3.57,3.54,3.49,3.51,3.07
祇園らんぶる,Gionramburu,3.56,Gion Shijo,Kyoto Cuisine,+81-50-5593-9515,3.56,3.06,25,3.56,3.57,3.58,3.58,3.51
ゆたか,Yutaka,3.56,Gion Shijo,Steak,+81-75-531-0476,3.56,3.24,24,3.57,3.52,3.51,3.53,3.51
大坪屋彦七,Ootsuboyahikoshichi,3.56,Kitayama,Soba,+81-75-724-0211,3.17,3.55,21,3.56,3.49,3.51,3.52,3.52
佳辰,Kashin,3.56,Kyoto,Kappo (Traditional Japanese),+81-75-661-7550,3.56,-,21,3.57,3.37,3.51,3.55,3.55
今,Kon,3.56,Gion Shijo,Kappo (Traditional Japanese),+81-75-561-0149,3.56,3.09,19,3.56,3.56,3.55,3.51,3.51
ローストビーフの店 ワタナベ ,Watanabe,3.56,Nijojo Mae,Beef dishes,+81-50-5593-1418,3.56,3.04,17,3.55,3.51,3.35,3.52,3.28
小さな白い花,Chiisanashiroihana,3.56,Amino,Italian,+81-772-72-1009,3.54,3.50,15,3.55,3.55,3.58,3.53,3.50
しょうき,Shiyouki,3.56,Nagitsuji,Yakiniku (BBQ Beef),+81-75-581-8822,3.56,-,14,3.56,3.52,3.20,3.20,3.00
ナンポルトクワ,N'importe quoi,3.56,Karasuma,Cake,+81-7-5708-3742,3.09,3.56,14,3.56,3.56,3.54,3.52,-
おうち割烹 あや富,Ouchikappouayatomi,3.56,Kawaramachi,Kappo (Traditional Japanese),+81-75-354-0058,3.55,3.31,13,3.56,3.55,3.58,3.52,3.54
和亭,Nagomitei,3.56,"Miyazu, Amanoh",Ryokan,+81-772-32-0306,3.56,3.00,12,3.57,3.57,3.62,3.53,3.26
La Part Dieu,La Part Dieu,3.56,Mototanaka,French,+81-75-711-7643,3.53,3.58,11,3.56,3.50,3.54,3.54,3.54
若松家酒店,Wakamatsuyasakaten,3.56,Kyoto,Izakaya (Tavern),+81-75-371-0095,3.56,-,10,3.56,3.55,3.56,3.58,3.54
エノテカ　チ・ディ・ジ,Enoteca C.d.G,3.56,Fushimi Momoyama,Bar,+81-75-644-4628,3.56,-,9,3.55,3.53,3.54,3.56,3.58
一華,Ichihana,3.56,Nijojo Mae,Kappo (Traditional Japanese),+81-75-754-8827,3.56,3.50,7,3.56,3.56,3.55,3.52,3.48
天宗,Tensou,3.56,Gion Shijo,Tempura,+81-50-5592-2542,-,3.56,5,3.56,3.55,3.57,3.55,3.37
押小路 岡田,Oshikoujiokada,3.56,Karasuma Oike,Kaiseki (Traditional Japanese),+81-75-254-8870,3.52,3.53,4,3.57,3.45,3.48,3.55,3.54
志津屋 京都駅店,SIZUYA,3.55,Kyoto,Bread,+81-75-692-2452,3.25,3.54,247,3.55,3.34,3.33,3.51,3.07
ムモクテキカフェ,mumokuteki cafe,3.55,Kawaramachi,Cafe,+81-75-213-7733,3.43,3.52,222,3.55,3.46,3.57,3.50,3.51
半兵衛,hambee,3.55,Kiyomizu Gojo,"Tofu, Yuba",+81-75-525-0008,3.08,3.58,217,3.55,3.54,3.56,3.51,3.15
一乗寺中谷,Ichijoujinakatani,3.55,Ichijoji,Sweets,+81-75-781-5504,3.19,3.53,184,3.55,3.52,3.54,3.52,3.24
ラーメン荘 地球規模で考えろ,Ramensouchikyuukibodekangaero,3.55,Fushimi,Ramen,+81-75-644-7544,3.53,3.51,163,3.55,3.32,3.30,3.58,3.00
鶴屋吉信,Tsuruyayoshinobu,3.55,Imadegawa,Sweets,+81-75-441-0105,3.07,3.55,162,3.55,3.54,3.56,3.52,3.08
おにかい,Onikai,3.55,Kawaramachi,Izakaya (Tavern),+81-75-223-5052,3.55,3.07,160,3.54,3.56,3.53,3.53,3.44
嵯峨野湯,Saganoyu,3.55,Randen Saga,Cafe,+81-75-882-8985,3.09,3.55,156,3.55,3.53,3.58,3.51,3.51
家傳京飴 祇園小石 祇園本店,Kadenkyouamegionkoishi,3.55,Gion Shijo,Japanese sweets,+81-75-531-0331,3.00,3.55,152,3.55,3.51,3.46,3.27,3.25
中華そば 萬福 京都駅前店,Chuukasobamampuku,3.55,Kyoto,Ramen,+81-75-361-9325,3.37,3.54,147,3.55,3.49,3.40,3.47,3.10
Ristorante 美郷,Risutorantemisato,3.55,Gojo,Italian,+81-75-351-0098,3.42,3.58,141,3.55,3.55,3.53,3.52,3.43
奥丹 清水店,Okutan,3.55,Gion Shijo,"Tofu, Yuba",+81-75-525-2051,3.07,3.55,134,3.54,3.52,3.58,3.23,3.10
ひろ文,Hirobun,3.55,Kurama,Kyoto Cuisine,+81-75-741-2147,3.51,3.54,119,3.54,3.57,3.68,3.52,3.20
トラットリア セッテ ハイアット リージェンシー 京都,trattoria sette,3.55,Shichijo,Italian,+81-75-541-3204,3.53,3.51,113,3.55,3.52,3.58,3.52,3.53
蛸虎 本店,Takotora,3.55,Chayama,Takoyaki,+81-75-791-5205,3.55,3.55,105,3.56,3.51,3.52,3.14,3.00
とんかつ 豚ゴリラ,Tonkatsubutagorira,3.55,Emmachi,Tonkatsu (Pork cutlet),+81-75-812-7757,3.15,3.55,104,3.56,3.53,3.50,3.52,3.12
さるや,Saruya,3.55,Demachiyanagi,Japanese sweets,+81-75-781-0010,-,3.55,101,3.54,3.50,3.56,3.52,3.18
ギョウザ オウショウ 烏丸御池店,Gyouzaoushou,3.55,Karasuma Oike,Chinese,+81-75-251-0177,3.50,3.51,90,3.54,3.51,3.57,3.56,3.46
サザンコート,Southern Court,3.55,Kyoto,Dining bar,+81-50-5589-6177,3.54,3.51,88,3.55,3.55,3.58,3.55,3.58
タイカレーラーメン シャム,siam,3.55,Shijo Omiya,Ramen,+81-75-823-6118,3.47,3.52,86,3.55,3.51,3.52,3.51,3.05
喫茶チロル,Kissachiroru,3.55,Nijojo Mae,Traditional Café,+81-75-821-3031,3.08,3.55,85,3.54,3.55,3.56,3.56,3.42
ソングバード コーヒー,SONGBIRD COFFEE,3.55,Nijojo Mae,Cafe,+81-75-252-2781,3.17,3.55,83,3.55,3.52,3.57,3.36,3.50
キンカーオ,Kinkao,3.55,Shichijo,Thailand cooking,+81-50-5890-2324,3.52,3.58,79,3.53,3.52,3.53,3.53,3.29
大傳月軒,Daidengekken,3.55,Kiyomizu Gojo,Chinese,+81-75-353-9021,3.53,3.50,78,3.55,3.48,3.53,3.47,3.21
ラトナ カフェ,Ratna Cafe,3.55,Omiya,Cafe,+81-75-812-5862,3.30,3.52,77,3.55,3.52,3.56,3.49,3.43
本家 田毎 三条本店,Honketagoto,3.55,Kyoto Shiyakusho,Soba,+81-75-221-3030,3.13,3.54,76,3.55,3.51,3.54,3.44,3.20
ベッカライ・ペルケオ・アルト・ハイデルベルク,Bekkaraiperukeoarutohaideruberuku,3.55,Keage,Bread,+81-75-752-5577,3.20,3.53,74,3.55,3.51,3.52,3.25,3.26
オレノ パン オクムラ 祇園店,ORENO PAN okumura,3.55,Gion Shijo,Bread,+81-50-5594-1743,3.32,3.54,72,3.55,3.53,3.54,3.36,3.10
すき焼き キムラ,Sukiyakikimura,3.55,Kawaramachi,Sukiyaki,+81-75-231-0002,3.55,3.07,71,3.55,3.11,3.57,3.49,3.10
肉屋 弘商店,Nikuyahiroshouten,3.55,Karasuma,Yakiniku (BBQ Beef),+81-75-253-0298,3.55,-,70,3.55,3.57,3.54,3.51,3.52
だるまときんぎょ,Darumatokingyo,3.55,Kiyomizu Gojo,Izakaya (Tavern),+81-75-341-4137,3.55,-,70,3.56,3.54,3.54,3.58,3.53
そうげんカフェ,Sougenkafe,3.55,Chayama,Cafe,+81-75-724-4046,3.10,3.54,70,3.55,3.51,3.53,3.51,3.17
小倉山荘 本店,ogurasansou,3.55,Nishi Muko,Japanese sweets,+81-75-957-0707,3.07,3.55,67,3.56,3.52,3.52,3.51,3.07
コリス,Korisu,3.55,Kiyomizu Gojo,Western Cuisine,+81-75-561-9281,3.52,3.41,66,3.54,3.54,3.51,3.54,3.44
八の坊,Hachinobou,3.55,Emmachi,Ramen,,3.42,3.53,62,3.55,3.51,3.51,3.22,3.00
萬治郎,Manjirou,3.55,Gion Shijo,Kaiseki (Traditional Japanese),+81-50-5869-4432,3.52,3.52,60,3.55,3.52,3.58,3.45,3.17
松屋常盤,Matsuyatokiwa,3.55,Marutamachi,Japanese sweets,+81-75-231-2884,3.06,3.55,60,3.55,3.49,3.50,3.53,3.00
點心茶室 京都店,Tenshinchashitsu,3.55,Kyoto,Shanghai Cuisine,+81-50-5595-5129,3.51,3.54,60,3.55,3.52,3.51,3.51,3.30
雁木,Gangi,3.55,Imadegawa,Ramen,+81-75-432-6011,3.51,3.52,59,3.55,3.50,3.42,3.47,3.08
カフェ レックコート,cafe LEC COURT,3.55,Kyoto Shiyakusho,Cafe,+81-75-254-2517,3.12,3.54,59,3.55,3.54,3.55,3.18,3.50
メメントモリ,mement mori,3.55,Higashiyama,Cafe,+81-75-752-2264,3.11,3.54,57,3.55,3.51,3.54,3.51,3.46
すいば 六角富小路店,Suiba,3.55,Kyoto Shiyakusho,Stand Bar,+81-50-5571-6794,3.53,3.33,56,3.55,3.55,3.55,3.58,3.57
ノット カフェ,Nottokafe,3.55,Kitano Hakubaich,Cafe,+81-75-496-5123,3.02,3.55,56,3.55,3.53,3.56,3.40,3.51
フカクサ製麺食堂,Fukakusaseimenshokudou,3.55,Fujinomori,Ramen,,3.18,3.54,54,3.55,3.52,3.48,3.30,3.24
鳳飛,Houhi,3.55,Kitaoji,Chinese,+81-75-493-5025,3.45,3.51,54,3.54,3.52,3.49,3.52,3.09
手打うどん春日井,Teuchiudonkasugai,3.55,Tambaguchi,Udon,+81-75-812-5237,3.33,3.52,52,3.55,3.47,3.50,3.53,3.05
river RAMEN,riba-ra-men,3.55,Gion Shijo,Ramen,"}:￥1,000～￥1,999",3.43,3.52,52,3.55,3.54,3.55,3.51,3.09
なり田屋,Naritaya,3.55,Jingu Marutamach,Yakiniku (BBQ Beef),+81-75-211-0549,3.53,3.52,50,3.56,3.52,3.52,3.17,3.00
わたなべ横丁,Watanabeyokochou,3.55,Kawaramachi,Stand Bar,+81-75-708-5876,3.55,-,49,3.55,3.54,3.54,3.57,3.51
亀廣永,Kamehironaga,3.55,Karasuma,Japanese sweets,+81-75-221-5965,3.22,3.55,48,3.55,3.53,3.53,3.54,3.00
トコハベーカリー,Tokohabekari,3.55,Kitayama,Bread,+81-75-723-8380,3.01,3.55,47,3.56,3.50,3.51,3.47,3.00
とんかつ一番,Tonkatsuichiban,3.55,Kyoto,Tonkatsu (Pork cutlet),+81-75-371-0722,3.29,3.53,47,3.55,3.45,3.38,3.54,3.05
宝泉堂 本店,Housendou,3.55,Matsugasaki,Japanese sweets,+81-75-781-1051,3.09,3.54,46,3.54,3.54,3.55,3.43,3.05
さしみの魚紳,Sashiminogyoshin,3.55,Sanjo,Seafood,+81-75-212-8661,3.55,-,46,3.55,3.42,3.27,3.50,3.35
西陣大江戸,Nishijinooedo,3.55,Kitano Hakubaich,Tonkatsu (Pork cutlet),+81-75-441-2022,3.06,3.55,45,3.56,3.51,3.52,3.51,3.24
櫻バー,Sakuraba,3.55,Kiyomizu Gojo,Izakaya (Tavern),+81-75-531-1664,3.55,3.03,42,3.55,3.54,3.51,3.57,3.47
福松,Fukumatsu,3.55,Karasuma Oike,Kyoto Cuisine,+81-75-741-7138,3.55,3.05,40,3.54,3.55,3.58,3.56,3.55
宝玉堂,Hougyokudou,3.55,Fushimi Inari,Japanese sweets,+81-75-641-1141,3.05,3.55,40,3.55,3.54,3.51,3.52,3.00
Vineria h,vineriathivuibi-,3.55,Gion Shijo,Italian,+81-50-5596-2756,3.55,3.07,40,3.55,3.54,3.55,3.53,3.55
エル・テソロ,El Tesoro,3.55,Gion Shijo,Bar,+81-75-541-1770,3.53,3.30,39,3.38,3.55,3.55,3.54,3.55
にこみ屋六軒,Nikomiyarokken,3.55,Kiyomizu Gojo,Izakaya (Tavern),+81-75-708-2099,3.53,3.47,38,3.55,3.45,3.54,3.34,3.51
柚子屋旅館 京都,Yuzuyaryokan,3.55,Gion Shijo,Ryokan,+81-75-533-6369,3.51,3.55,38,3.55,3.52,3.53,3.16,3.10
カーヴ ド ケイ,Cave de K,3.55,Kyoto Shiyakusho,Wine bar,+81-75-231-1995,3.54,3.11,37,3.52,3.51,3.58,3.57,3.56
トム・ソーヤー,Tom Sawyer,3.55,Kuramaguchi,Bread,+81-75-451-8007,3.06,3.55,36,3.55,3.49,3.49,3.52,3.06
LAND,LAND,3.55,Jingu Marutamach,Bread,+81-75-231-7738,-,3.55,35,3.55,3.47,3.51,3.37,3.29
アスペルジュ ブランシュ,Asperge Blanche,3.55,Gojo,French,+81-50-5595-6566,3.53,3.50,35,3.55,3.54,3.54,3.57,3.53
ぴちぴち金魚,Pichipichikingyo,3.55,Hanazono,Cafe,+81-75-821-4488,3.12,3.55,35,3.55,3.55,3.50,3.51,3.17
ポルタロッサ,PORTA ROSSA,3.55,Kuzuha,Italian,+81-75-982-7762,3.51,3.53,34,3.55,3.55,3.52,3.52,3.18
夷川 燕楽,Ebisugawaenraku,3.55,Kyoto Shiyakusho,Izakaya (Tavern),+81-75-254-8488,3.54,3.20,33,3.54,3.53,3.55,3.50,3.52
ペック 京都タカシマヤ店,Pekku,3.55,Kawaramachi,Bread,+81-75-221-8811,3.09,3.54,33,3.56,3.40,3.44,3.35,-
Les Freres Moutaux 油小路店,Refurerumutou,3.55,Marutamachi,Cake,+81-75-431-4505,3.07,3.55,33,3.55,3.42,3.53,3.52,3.00
マンボ飯店,Mambohanten,3.55,Sai,Chinese,+81-75-757-7645,3.55,3.36,31,3.55,3.52,3.51,3.54,3.51
鞍馬口 寿星,Kuramaguchijusei,3.55,Kuramaguchi,Kyoto Cuisine,+81-75-496-4944,3.55,3.46,29,3.55,3.52,3.51,3.51,3.37
フルニ,FOURNIL KYOTO,3.55,Toji,Bread,+81-75-634-7492,-,3.55,29,3.56,3.43,3.18,3.52,-
Obase,Obase,3.55,Kyoto Shiyakusho,"Innovative cuisine, Fusion cuisine",+81-75-211-6918,3.52,3.56,28,3.55,3.54,3.54,3.55,3.50
sampo,Sampo,3.55,Jingu Marutamach,Sweets (other),+81-75-241-3673,-,3.55,28,3.55,3.50,3.52,3.53,-
御倉屋,Mikuraya,3.55,Kitaoji,Japanese sweets,+81-75-492-5948,-,3.55,28,3.55,3.58,3.56,3.52,3.00
茶ろん たわらや,Sarontawaraya,3.55,Imadegawa,Sweets,+81-75-411-0114,3.05,3.55,28,3.56,3.50,3.58,3.00,3.06
オーボンパン・ビゴの店,BIGOT,3.55,Kitaoji,Bread,+81-75-491-3177,3.12,3.55,27,3.55,3.50,3.45,3.51,3.26
Unir 新本店,Unir,3.55,Nishi Muko,Cafe,+81-75-956-0117,3.08,3.55,27,3.55,3.55,3.54,3.51,3.53
京都北野 煉屋八兵衛,Kyoutokitanoneriyahachibee,3.55,Kitano Hakubaich,Japanese sweets,+81-75-464-0007,3.08,3.55,27,3.55,3.51,3.43,3.53,-
〆屋,Shimeya,3.55,Omiya,Seafood,+81-75-255-5055,3.55,-,25,3.55,3.55,3.52,3.56,3.54
高雄 錦水亭,Takaokinsuitei,3.55,Northern Part,Kyoto Cuisine,+81-75-861-0216,3.53,3.50,24,3.55,3.58,3.64,3.56,3.52
水だき　萬治郎,Mizudakimanjirou,3.55,Gion Shijo,Mizutaki,+81-75-561-1654,3.55,3.03,24,3.54,3.49,3.55,3.43,3.18
炭蔵,Sumizou,3.55,Imadegawa,Yakiniku (BBQ Beef),+81-75-441-0165,3.55,-,24,3.55,3.51,3.33,3.55,3.15
千枚漬本家　大藤 麩屋町本店,Semmaidukehonkedaitou,3.55,Kawaramachi,Other,+81-75-221-5975,3.53,3.51,23,3.55,3.08,3.16,3.57,-
中村楼,nakamurarou,3.55,Gion Shijo,Kaiseki (Traditional Japanese),+81-75-561-0016,3.41,3.56,22,3.55,3.51,3.58,3.49,3.51
岡崎 つるや,Kyoutotsuruya,3.55,Keage,Kaiseki (Traditional Japanese),+81-75-761-0171,3.53,3.35,22,3.55,3.55,3.61,3.51,3.50
なみじ,Namiji,3.55,Miyazu,Sushi,+81-772-20-1188,3.50,3.56,20,3.56,3.57,3.51,3.50,3.46
京懐石 京とみ,Kyoukaisekikyoutomi,3.55,Gion Shijo,Kappo (Traditional Japanese),+81-75-533-4167,3.51,3.53,20,3.55,3.54,3.55,3.53,3.53
京都嵐山温泉　渡月亭,Kyoutoarashiyamaonsentogetsutei,3.55,Arashiyama,Ryokan,+81-75-871-1310,3.55,3.07,20,3.56,3.52,3.55,3.24,3.08
萬重,Manshige,3.55,Imadegawa,Kaiseki (Traditional Japanese),+81-75-441-2131,3.52,3.51,19,3.55,3.53,3.52,3.50,3.17
麩屋町 うね乃,Fuyachouuneno,3.55,Kyoto Shiyakusho,Oden,+81-75-213-8080,3.55,-,19,3.55,3.53,3.52,3.50,3.50
燕,En,3.55,Kyoto,Kappo (Traditional Japanese),+81-75-691-8155,3.55,-,19,3.54,3.53,3.53,3.43,3.51
わしょく宝来,Washokuhourai,3.55,Higashiyama,Kappo (Traditional Japanese),+81-75-561-2834,3.55,-,18,3.55,3.53,3.55,3.53,3.52
柏屋光貞,Kashiwayamitsusada,3.55,Gion Shijo,Japanese sweets,+81-75-561-2263,-,3.55,17,3.55,3.56,3.53,3.52,-
焼き菓子カワトモ,Yakigashikawatomo,3.55,Fushimi,Cake,+81-75-644-4666,-,3.55,15,3.55,3.52,3.54,3.54,3.38
いまふく,Imafuku,3.55,Fujinomori,Soba,+81-75-643-1958,3.52,3.52,15,3.55,3.53,3.32,3.25,3.51
Dough,Dough,3.55,Marutamachi,Bread,+81-75-212-5036,-,3.55,13,3.56,3.52,3.30,3.51,-
炭焼 芹生,Sumiyakiseriu,3.55,Karasuma,Sumibiyaki,+81-75-744-0488,3.53,3.50,11,3.55,3.55,3.53,3.56,3.51
バー カオス,Bar Chaos,3.55,Sanjo,Bar,+81-75-256-0233,3.55,-,12,3.51,3.52,3.56,3.55,3.55
ビジャブエナ,VILLA BUENA,3.55,Mototanaka,Cake,+81-75-702-6868,-,3.55,11,3.55,3.52,3.51,3.54,-
竹久,Takehisa,3.55,Marutamachi,Kaiseki (Traditional Japanese),+81-75-231-5622,3.53,3.55,9,3.54,3.52,3.53,3.54,3.53
アンドレイ,AUTHENTIC STYLE BAR,3.55,Sanjo Keihan,Bar,+81-75-541-0078,3.55,-,8,3.51,3.58,3.57,3.54,3.55
旬菜食房栖玄,Shunsaishokubouseigen,3.55,Higashiyama,Kaiseki (Traditional Japanese),+81-75-752-8111,3.55,-,5,3.55,3.56,3.54,3.55,3.44
魚津屋,Uoduya,3.55,Sai,Kappo (Traditional Japanese),+81-75-312-2538,3.55,-,5,3.55,3.55,3.55,-,-
プライベートレストラン R,Puraibetoresutoranaru,3.55,Katsura,French,+81-80-4822-8877,3.51,3.54,2,3.55,3.57,3.55,3.52,3.51
天下一品 総本店,Tenkaippin,3.54,Chayama,Ramen,+81-75-722-0955,3.38,3.52,531,3.54,3.42,3.50,3.50,3.08
鳥せい 本店,Torisei,3.54,Fushimi Momoyama,Izakaya (Tavern),+81-50-5868-4951,3.53,3.52,321,3.54,3.50,3.55,3.51,3.52
かねよ,Kaneyo,3.54,Kyoto Shiyakusho,Unagi (Freshwater eel),+81-75-221-0669,3.37,3.53,313,3.54,3.53,3.58,3.50,3.00
壹銭洋食,Issenyoushoku,3.54,Gion Shijo,Okonomiyaki,+81-75-533-0001,3.50,3.54,289,3.56,3.51,3.56,3.25,3.00
グリル＆コーヒー はせがわ,guriruandoko-hi-hasegawa,3.54,Kitaoji,Hamburger Steak,+81-75-491-8835,3.52,3.51,250,3.54,3.52,3.52,3.51,3.10
ジャンボ,Jambo,3.54,Tojiin,Okonomiyaki,+81-75-462-2934,3.49,3.52,204,3.53,3.42,3.50,3.59,3.11
ひさご,Hisago,3.54,Gion Shijo,Oyako-don (Chicken Bowl),+81-75-561-2109,3.34,3.53,195,3.54,3.41,3.51,3.15,3.20
タンポポ,Tampopo,3.54,Kitaoji,Ramen,+81-75-493-8594,3.32,3.52,178,3.54,3.34,3.32,3.50,3.06
一乗寺ブギー,Ichijoujibugi,3.54,Ichijoji,Tsukemen,+81-75-712-5518,3.32,3.53,151,3.53,3.40,3.51,3.52,3.00
米福 四条烏丸,Komefuku,3.54,Karasuma,Tempura,+81-50-5869-1144,3.51,3.55,148,3.53,3.51,3.52,3.56,3.34
然花抄院 京都室町本店,Zenkashouin,3.54,Karasuma Oike,Japanese sweets,+81-75-241-3300,3.07,3.54,143,3.54,3.53,3.58,3.44,3.50
ブリアン 北山店,Briant,3.54,Kitayama,Bread,+81-75-724-2339,3.10,3.54,140,3.54,3.52,3.54,3.52,3.32
